team,name,nation,position,age,play,start,mplay,goal,assist,PK,PKatt,CrdY,CrdR,perG,perA,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,
milan,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MFFW,29,25,15,1264,4,2,0,0,1,0,0.28,0.14,0.43,0.28,0.43,2.9,2.9,1.9,0.24,0.16,0.41,0.24,0.41,Matches
milan,Rafael Leão\Rafael-Leao,pt POR,FW,20,27,10,1257,5,1,0,0,0,0,0.36,0.07,0.43,0.36,0.43,4.5,4.5,2.2,0.35,0.17,0.52,0.35,0.52,Matches
milan,Lucas Paquetá\Lucas-Paqueta,br BRA,MFFW,21,25,12,1147,0,1,0,0,7,0,0,0.08,0.08,0,0.08,2.2,2.2,1.2,0.19,0.1,0.29,0.19,0.29,Matches
milan,Simon Kjær\Simon-Kjaer,dk DEN,DF,30,12,12,1003,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0,0.05,0,0.05,0.05,0.05,Matches
milan,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,FW,37,13,10,949,6,3,2,2,3,0,0.57,0.28,0.85,0.38,0.66,6.1,4.6,1.8,0.68,0.2,0.88,0.51,0.71,Matches
milan,Rade Krunić\Rade-Krunic,ba BIH,MF,25,14,6,644,0,1,0,0,4,0,0,0.14,0.14,0,0.14,0.4,0.4,0.9,0.07,0.17,0.24,0.07,0.24,Matches
milan,Lucas Biglia\Lucas-Biglia,ar ARG,MF,33,9,6,534,0,1,0,0,3,0,0,0.17,0.17,0,0.17,0.2,0.2,0.1,0.03,0.02,0.05,0.03,0.05,Matches
milan,Léo Duarte\Leo-Duarte,br BRA,DF,23,5,4,393,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0,0.08,0,0.08,0.08,0.08,Matches
milan,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,26,5,5,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.01,0.04,0.04,0.01,0.04,Matches
milan,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,19,6,3,360,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.04,0,0.04,0.04,0.04,Matches
milan,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FWMF,20,9,2,322,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.9,0.08,0.25,0.33,0.08,0.33,Matches
milan,Asmir Begović\Asmir-Begovic,ba BIH,GK,32,2,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
milan,Pepe Reina\Pepe-Reina,es ESP,GK,36,1,1,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
milan,Antonio Donnarumma\Antonio-Donnarumma,it ITA,GK,29,1,1,90,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Matches
milan,Fabio Borini\Fabio-Borini,it ITA,MFFW,28,2,1,70,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.09,0,0.09,0.09,0.09,Matches
milan,André Silva\Andre-Silva,pt POR,FW,23,1,1,60,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.49,0,0.49,0.49,0.49,Matches
milan,Diego Laxalt\Diego-Laxalt,uy URU,DF,26,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.38,0.38,0,0.38,Matches
milan,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,17,1,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Matches
milan,Daniel Maldini\Daniel-Maldini,it ITA,MF,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,31,37,33,2863,12,20,1,2,6,0,0.38,0.63,1.01,0.35,0.97,11.5,10,17.3,0.4,0.6,1.01,0.35,0.95,Matches
psg,Keylor Navas\Keylor-Navas,cr CRC,GK,32,31,31,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Marquinhos\Marquinhos,br BRA,MFDF,25,32,28,2569,4,1,0,0,2,0,0.14,0.04,0.18,0.14,0.18,1.9,1.9,0.7,0.08,0.03,0.11,0.08,0.11,Matches
psg,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,20,33,27,2478,30,13,0,0,4,0,1.09,0.47,1.56,1.09,1.56,21.9,21.9,11.1,1,0.51,1.51,1,1.51,Matches
psg,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,29,31,28,2417,1,3,0,0,3,0,0.04,0.11,0.15,0.04,0.15,1.4,1.4,3.1,0.06,0.13,0.19,0.06,0.19,Matches
psg,Marco Verratti\Marco-Verratti,it ITA,MF,26,33,25,2396,0,6,0,0,11,0,0,0.23,0.23,0,0.23,0.2,0.2,4.4,0.01,0.19,0.2,0.01,0.2,Matches
psg,Thiago Silva\Thiago-Silva,br BRA,DF,34,30,28,2272,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,0,0.02,0,0.03,0.02,0.03,Matches
psg,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,27,36,25,2227,14,7,0,0,2,0,0.57,0.28,0.85,0.57,0.85,4.8,4.8,5,0.28,0.3,0.58,0.28,0.58,Matches
psg,Juan Bernat\Juan-Bernat,es ESP,DF,26,29,25,2222,1,6,0,0,8,0,0.04,0.24,0.28,0.04,0.28,0.8,0.8,3.8,0.04,0.17,0.21,0.04,0.21,Matches
psg,Thomas Meunier\Thomas-Meunier,be BEL,DF,27,27,24,2133,1,2,0,0,8,0,0.04,0.08,0.13,0.04,0.13,1.1,1.1,2.8,0.06,0.15,0.21,0.06,0.21,Matches
psg,Mauro Icardi\Mauro-Icardi,ar ARG,FW,26,31,23,1952,20,4,0,0,1,0,0.92,0.18,1.11,0.92,1.11,14.1,14.1,3,0.76,0.16,0.92,0.76,0.92,Matches
psg,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,23,24,22,1945,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.1,0.02,0,0.03,0.02,0.03,Matches
psg,Neymar\Neymar,br BRA,MFFW,27,22,21,1903,18,9,5,6,7,1,0.85,0.43,1.28,0.61,1.04,15.1,11.3,7.5,0.83,0.41,1.25,0.62,1.04,Matches
psg,Abdou Diallo\Abdou-Diallo,fr FRA,DF,23,22,18,1582,0,1,0,0,4,0,0,0.06,0.06,0,0.06,0.9,0.9,0.1,0.06,0.01,0.07,0.06,0.07,Matches
psg,Leandro Paredes\Leandro-Paredes,ar ARG,MF,25,28,15,1488,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,0.5,0.5,0.2,0.05,0.02,0.06,0.05,0.06,Matches
psg,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,26,23,16,1488,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,0.2,0.07,0.02,0.08,0.07,0.08,Matches
psg,Thilo Kehrer\Thilo-Kehrer,de GER,DF,22,16,13,1216,1,0,0,0,0,0,0.07,0,0.07,0.07,0.07,0.3,0.3,0.3,0.05,0.05,0.09,0.05,0.09,Matches
psg,Julian Draxler\Julian-Draxler,de GER,FW,25,19,12,1125,0,6,0,0,6,0,0,0.48,0.48,0,0.48,1.6,1.6,2.1,0.2,0.27,0.47,0.2,0.47,Matches
psg,Edinson Cavani\Edinson-Cavani,uy URU,FW,32,22,12,1100,7,2,2,2,2,0,0.57,0.16,0.74,0.41,0.57,9.1,7.6,1.4,1.11,0.18,1.28,0.92,1.1,Matches
psg,Colin Dagba\Colin-Dagba,fr FRA,DF,20,15,12,1099,0,1,0,0,1,0,0,0.08,0.08,0,0.08,0.1,0.1,0.7,0.01,0.08,0.09,0.01,0.09,Matches
psg,Ander Herrera\Ander-Herrera,es ESP,MFFW,29,18,11,993,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,0.6,0.03,0.08,0.11,0.03,0.11,Matches
psg,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,MF,17,13,9,907,3,1,0,0,2,0,0.3,0.1,0.4,0.3,0.4,0.4,0.4,0.3,0.07,0.04,0.11,0.07,0.11,Matches
psg,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FW,30,17,8,779,5,1,0,0,1,0,0.58,0.12,0.69,0.58,0.69,2.7,2.7,1.3,0.45,0.21,0.66,0.45,0.66,Matches
psg,Sergio Rico\Sergio-Rico,es ESP,GK,25,8,8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Alphonse Areola\Alphonse-Areola,fr FRA,GK,26,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,19,3,2,199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Adil Aouchiche\Adil-Aouchiche,fr FRA,MF,17,3,2,162,1,0,0,0,0,0,0.56,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,Matches
psg,Marcin Bułka\Marcin-Bulka,pl POL,GK,19,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,18,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Arthur Zagre\Arthur-Zagre,fr FRA,MF,17,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
psg,Jesé\Jese,es ESP,FW,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
